,board_XKZC3,board_ZNYDK,board_QMNEL,board_3CAB1,board_N8XVM,board_PWHKH,board_9APYS,board_A6DFX,board_30TZX,board_1YCBX,board_RFXC8,board_RMM0O,board_O5US0,board_7H2WS,board_D3LV3,board_AQNAB,board_VQIE8,board_IAYA2,board_ZRWPF,board_S3T0O,board_U7A6L,board_YO6BX,board_UINMM,board_B6EWK,board_2J3H4,board_YSRWQ,board_31PNS,board_2CXWD,board_1JSUK,board_ZA57K,board_8UO4A,board_6VRMO,board_EJJAS,board_0IU46,board_UH72S,board_I9FJE,board_03OAX,board_OCTY7,board_5A09V,board_YYJSC,board_97E59,board_L1712,board_8GKLR,board_UBZTQ,board_31N2E,board_O2QR7,board_DRQWY,board_CNJ0M,board_1OYSD,board_57VFN,board_ODV5S,board_TQK2D,board_5C6WO,board_BUKKI,board_KFW8Y,board_5DMX7,board_BAMG9,board_BW970,board_DHZ39,board_8CSFE,board_130BF,board_ITTNN,board_1VINL,board_XNIVM,board_L15BF,board_IVQ12,board_N2KU5,board_VWWFF,board_ZHJIL,board_FXX6K,board_0RI0D,board_5NKTD,board_KD4T3,board_QNE3I,board_ROFNB,board_JDLXU,board_KHP6Z,board_RU5UY,board_LBAXI,board_X4FYR,board_YT58O,board_3EANT,board_YYHJG,board_850EX,board_R48GT,board_68PH3,board_7X631,board_7037H,board_LOLOK,board_IP60C,board_T8TTR,board_KPJU4,board_NAYL4,board_PF952,board_6LNQZ,board_5JVRD,board_9CL6E,board_AHGSN,board_IPUV4,board_TINGB
196.96969696969697,-50.889843131249016,-49.762602605780366,-49.74500321771507,-51.09965820031831,-49.28929801170805,-46.9455566262754,-49.98550683530507,-51.0309799392195,-50.083195930743,-48.63737910306706,-48.91389235357759,-49.39520866204032,-49.36641699350409,-50.528093476858544,-48.45489758390985,-50.686169212110514,-51.42693458532871,-49.12828333663391,-48.596657412544204,-48.70834692580783,-49.578168511069165,-50.10479330665898,-48.156927361728556,-50.77495394960706,-50.0841496502313,-51.03985377320839,-49.96065336819497,-50.707436389354605,-50.284036023827845,-49.4808645282818,-50.84284320643695,-49.707067256644834,-50.741408942915655,-48.67266751813795,-50.06676264349451,-49.703560911871826,-50.55624782431951,-50.51700807721046,-49.778706978564436,-51.22376434725061,-51.59930896378207,-50.394857311229465,-50.02808635617373,-51.13982349681261,-51.72364616549862,-49.54789705231407,-51.305586120264316,-49.32019955670339,-50.48049253454597,-50.254537485073996,-47.56032713190379,-48.634224168678195,-50.170008834229684,-48.737820513504424,-49.11758936179524,-50.84623934639705,-49.60926265655527,-51.08950299403794,-51.18322455104672,-49.07079310330075,-50.44238536219055,-49.709172332922975,-50.182949159465146,-49.857537771865104,-49.733921638042645,-49.1557557205672,-50.50350143879577,-50.89504783092136,-50.00488802219297,-49.6699737165839,-50.935776117447006,-51.010786286527185,-49.93556575488424,-47.62761386270076,-49.621843016656555,-50.60465171769648,-50.38601227031096,-49.08995858559567,-50.352198058670204,-49.98514840229951,-50.109970823915,-50.43657090572505,-48.758567649557875,-50.34067708065546,-49.866941869412415,-49.00773255977145,-48.4291621721034,-49.48761722949822,-48.94780913451731,-51.5804993709787,-50.316227018399886,-49.53426103396113,-52.00403446293625,-51.3266582066051,-50.99931886686872,-52.98842526007371,-50.736687354806165,-50.16107470401928,-49.46041676359962,-48.61929203855598
201.010101010101,-50.70188950462321,-51.15444941302144,-50.084761293974964,-51.3944998857968,-49.32636318955955,-50.169163295376805,-50.62972066613297,-49.787026411226215,-50.72297513524578,-49.66011392179413,-50.43154901922599,-49.858470710759676,-48.782159319031145,-50.15515942786412,-50.17674319515128,-50.331287381744495,-49.13679335537734,-51.23984254490335,-50.811996687760136,-50.98513824977636,-50.38524012362537,-48.888199289477704,-49.9541631288292,-50.17689016569162,-50.35638464468832,-49.26893296410646,-47.89723574149514,-49.12547929006926,-49.32998623305078,-49.24827263442506,-49.02918512376652,-49.3171246790017,-50.33828295739174,-50.996152254596424,-50.274831641094536,-50.80081592726423,-51.48108164002065,-49.8716666474985,-50.03362325072356,-50.31951187383137,-49.41268869127058,-49.931634880919354,-50.7607120515824,-49.73674854608413,-50.84968595321572,-48.985252501070164,-49.14362058516877,-49.86565524809115,-48.79473361354554,-49.49882183825992,-50.47050177679745,-49.345413777475855,-50.557393534822644,-50.68021816658752,-47.63660768246808,-48.4549581046057,-50.493501202477525,-49.215961953333704,-48.53606233700434,-50.67566113375977,-50.90142189475589,-49.87077455119355,-52.53067770175535,-51.63871623122102,-48.798337546036926,-48.51396208862833,-50.8186494612872,-52.36202853242264,-49.390307554002774,-51.05510086970758,-51.00145906585299,-48.52603905236822,-50.65966056732741,-50.345281213980876,-48.30194646428898,-51.696376706977105,-49.554469053691975,-49.066902083298615,-49.74011698907162,-50.32397417615148,-48.84444317518179,-50.12670380478954,-50.486872284227665,-49.748486611883116,-47.69631279768764,-51.97054225145703,-52.011320732385876,-51.95865860138248,-50.89482583674226,-50.02778000450277,-49.89164587187762,-51.407700348743944,-50.94667025851391,-50.889656420935474,-51.497193088964465,-51.847698477243675,-50.78444121542109,-52.15940067252167,-48.8139141678633,-50.639204135138165
205.05050505050505,-51.4487971148116,-49.368540075876474,-50.700290212920365,-48.30128809721487,-49.98307019747178,-50.49254468908291,-50.20006406302662,-50.77840009428351,-50.135102518140044,-51.16614955833491,-50.204587468418104,-50.40406442158842,-48.24218438593287,-48.62717744162213,-50.14064123477851,-51.14523866740417,-49.08629243063075,-51.01302882445148,-50.08792362122371,-49.842062310741056,-50.09568414246823,-52.171625353000714,-49.39737050421649,-48.410123339448184,-50.14335180904672,-50.87179875000653,-51.49391524237871,-49.85177179739456,-49.637885185148264,-51.050772200704436,-50.48532257290775,-51.07975051734955,-50.80852563151748,-49.359497570865784,-50.106860893783605,-49.595384277892606,-51.08120359921377,-49.612938517385665,-49.840527620238454,-49.72674390596221,-50.46708237890308,-50.619519893310084,-50.955323907444445,-49.43904756759679,-51.952670454862215,-50.074534061750676,-50.2458450974235,-49.23051924594035,-49.44001406182674,-51.285037524821085,-49.45327587247312,-49.03820174132626,-48.877016841900215,-50.5820255541704,-50.54172782977027,-49.3626777262637,-49.38396973203876,-51.88948188499771,-49.55313067113585,-47.80393790437245,-49.27823598253622,-49.99982843032084,-48.56603900629759,-51.354510633493184,-49.78291107727365,-50.08632616395911,-51.14584880016933,-50.58856965418244,-49.32157969850076,-51.307182320056825,-50.520419213231186,-50.41912767014009,-49.818830455112035,-50.025332004836514,-48.78095113692434,-51.96371016517176,-48.745455534316015,-49.240311245042584,-51.506068647172214,-48.71859739529138,-48.106521332258595,-50.24933692861922,-49.725116586152474,-48.49625456336301,-51.180143633800796,-49.82622411125098,-50.53173798169178,-49.05299261402859,-50.451792781169615,-48.44959002177982,-48.20361925262517,-50.52454768714982,-49.38734809281127,-51.0524055371479,-49.23103325243738,-50.941807132103904,-49.50472770937157,-50.15507305692342,-49.51100905541779,-50.74206168805547
209.0909090909091,-47.338587090531234,-49.40016023663068,-48.1211845874657,-49.44949696382657,-50.374434299754455,-49.77110240068389,-51.357274444644425,-50.195518418188364,-50.17217063923555,-49.576241055757905,-50.80879536822402,-50.5665165234394,-49.43335830727574,-51.284486376567706,-50.535828219217464,-48.51220192231479,-46.45892222556279,-48.132978582539884,-48.72773865138665,-48.65918567755042,-48.55197625467479,-50.314087370073885,-49.52627461159908,-49.80944403351517,-49.51091680236485,-50.969800361722434,-51.53718219944553,-49.74583378005786,-49.546088347953855,-50.4115074359724,-50.4769587038392,-50.131020361973185,-50.591171893307525,-50.880275190818374,-50.18914221500303,-51.538662234419135,-50.44230270647805,-50.01960565907352,-51.07321155755978,-52.47302588928019,-49.14626788200816,-51.5726018040448,-51.369834306025645,-49.46778883714188,-49.79138683421391,-50.899190781571185,-50.046439373950314,-50.22585405533997,-50.51438744555388,-48.58911123914532,-50.706797470815985,-50.04787763879008,-50.13954987838414,-50.41926992605845,-48.915886386143704,-48.54089565819498,-47.77142578854901,-49.81596143795191,-49.8704174437631,-51.585790735329134,-49.26918284953188,-49.85007562787639,-49.286816351865895,-46.886704926460496,-51.55794883404775,-49.95601671920459,-51.26421555386479,-49.42689516682771,-49.70834270554577,-51.255503983438366,-49.78369532671137,-50.08858906754432,-50.84259833872442,-50.3541807487741,-50.13895385252344,-49.44227446573291,-50.6614880752707,-50.01219366932552,-49.627903914200864,-51.04933499577799,-48.10728259639209,-51.03407648199772,-51.301061276662644,-50.32441013599114,-50.16555009055312,-51.20691425572235,-51.741782833885644,-50.659221745769855,-51.256195473631934,-50.8195272147732,-48.41320277459329,-51.08733975578226,-49.009175446830604,-48.764734788003786,-48.43768278591482,-49.534163661713066,-50.226395613908004,-50.50854563986574,-51.07853002435793,-49.088106752582185
213.13131313131314,-49.81296935144925,-51.51566310637981,-49.19384266307437,-49.074176871596016,-49.32103237922252,-50.65173758559632,-49.80653300130428,-50.07603300746382,-50.4351130667596,-51.14359195831029,-49.79891507538403,-49.75175705449989,-49.960710110092464,-48.89630521253186,-51.013303161058,-49.01031470231171,-49.55754778168855,-50.54302957161829,-48.63348811467912,-51.03596793751879,-49.42504580509364,-49.85046988627366,-50.58102539321519,-50.809615621418565,-49.391452045611985,-52.9930190751464,-49.51966537343864,-50.737647169026,-50.222689028839255,-51.03588812930448,-50.886398251609016,-50.837986392259424,-50.56984257017133,-50.39185904876853,-48.178406506249985,-49.839262581524025,-49.32681070311802,-49.39034289804726,-50.01485705805472,-51.10317793456533,-49.90770980809005,-51.502883243626705,-50.14296269908693,-51.04194212168381,-51.043171926926206,-50.35647164568791,-49.18985071707965,-51.247653467180804,-50.09666469461997,-51.087189143297,-49.63178103895858,-50.81734118886889,-49.111879350937144,-51.11294353455323,-48.432140954883096,-51.046173131151846,-49.530112106293004,-52.39903220506959,-48.587482070169884,-50.38082377624857,-50.668704081863716,-50.23338031573922,-51.39600532562088,-48.719285896846884,-49.93002042657101,-50.83140427009113,-48.928893690300335,-48.68803158204184,-51.9003082589024,-50.28819949573815,-50.65090859879464,-49.111758679896674,-49.94670635052586,-49.85469092021312,-50.07045512323307,-48.40059883139529,-51.22033572065725,-50.17755062820705,-49.47778030475349,-49.31936387201055,-48.50590508897326,-49.71061398716723,-51.18031020325995,-49.85264970881229,-50.44067925079255,-50.24516519174577,-48.512634959294246,-49.07379561258516,-49.60116460014277,-49.810859379330225,-47.77760110475186,-49.46738738320876,-47.8969457893623,-50.04209183744403,-50.37586805276746,-51.37729534997631,-49.939992012199106,-50.46168523697848,-49.20331563363784,-49.038404925612944
217.17171717171718,-49.280285791871,-50.57082612946369,-51.042605684332685,-48.13843254232893,-50.057046500207754,-50.0942224906638,-48.75754739392303,-50.12107369111473,-49.13671332816131,-49.24982290395993,-50.68767666048976,-49.16324672861757,-48.94553924895379,-49.70403859194344,-51.23851580958632,-50.25499702041451,-49.936268136007996,-47.21675223700122,-51.263298716282684,-48.969013530242655,-49.213509752739036,-50.532964695932385,-50.12260266915411,-48.06097261879291,-51.12353867427415,-49.76246899923209,-50.6692547074738,-48.907214181409806,-48.78623851336604,-49.94797635246032,-49.81886676357831,-48.99651939744739,-50.907310282325135,-50.46711108522583,-49.514288916717604,-50.70584346223383,-50.11714048372644,-48.102359958076796,-49.75506436575908,-51.210380953396154,-48.63683211857207,-49.863579423279454,-48.83650550510441,-50.39764293848401,-50.337266765711114,-50.648605481123056,-49.48562123848581,-49.86050471272719,-48.8311965064046,-49.79529645220853,-48.72945297125864,-49.58303989727102,-51.11300773725678,-49.9807086719871,-49.762181957612796,-50.64007622240299,-49.066818876857894,-50.30958542047713,-50.179503594834564,-47.61628409475504,-49.12903801783752,-49.7114206179769,-49.03651978637739,-49.26499593278984,-50.01327158112503,-50.55282967348013,-47.89145064608894,-50.92659100291646,-49.56912534091829,-49.604337412817884,-51.10885272872141,-49.76901308487198,-51.817588609657676,-49.56147384087433,-49.49201126158266,-48.007391583332144,-49.86476357918566,-50.03131489837678,-50.18585357165445,-50.42069104743594,-50.65074394858514,-48.8870141360591,-49.583655144339325,-51.52905931266442,-50.25062819015462,-50.7949713582501,-50.14001501800453,-49.7932017661545,-50.30295884860549,-50.93046647845583,-49.555189015149764,-50.81949460748064,-50.089593902135135,-49.253816299242374,-50.72262750236401,-49.59718068809508,-50.01517681852033,-49.142188636323034,-50.8979789082436,-50.43974526734629
221.21212121212122,-50.822985274286275,-51.10891002604461,-48.97663510522372,-49.873117388061296,-52.47190706655408,-50.4698840647874,-50.05817211432712,-51.32175638875404,-49.44784002955904,-51.03914456359902,-51.10290316435225,-50.63756051073408,-50.37069655090673,-50.7778561211699,-49.085072423686654,-50.79728986015716,-51.347811855613095,-48.50308283494428,-49.42906491917395,-50.714694148654715,-50.73296058825702,-50.52216161459861,-51.342349163957046,-47.551045185050434,-49.56681160801408,-49.383808462949155,-50.890066575734494,-50.33942713986048,-50.04124147069904,-49.75771632373431,-49.93662896029866,-52.02004085203292,-50.31878809503299,-50.805367872242584,-49.40523146465699,-49.46533233880664,-50.40349024639506,-50.972138668487595,-49.408110638508845,-50.417001112799724,-50.972861253814465,-50.46193008520459,-50.10925618732919,-51.195768950960456,-49.82411247456581,-49.93373585928199,-50.32513353207795,-49.70734311415431,-50.73634359503966,-50.137672877259256,-49.78333771144649,-49.719365758493716,-49.15707519215076,-49.291657853817625,-49.475304607542554,-49.60257524804739,-50.400824853586094,-50.6185779041475,-51.4575457283946,-50.95742646683051,-50.026629981243275,-49.74454465425449,-49.341737151606715,-48.170248519635656,-51.06092057967058,-49.406348471730254,-49.97733952130946,-50.316372916053474,-50.05250695096983,-48.96418906382169,-51.28382094376121,-49.34253493521409,-50.524094342039,-48.34089580645675,-48.473246886146846,-49.36341722253095,-50.06233784305432,-52.4715058959594,-49.70579707979059,-49.72153923612171,-50.41777744777842,-50.74507194866629,-49.80954739803669,-50.419932427334146,-49.44822348823965,-50.088129561647584,-51.195098957995064,-47.99796093829852,-50.34531228120137,-49.925607253401765,-50.55034149511957,-47.80264564585219,-50.54156387977211,-50.9749274504261,-50.42431828156969,-49.526234274988326,-50.54163540228552,-49.6321652838099,-51.65868262005891,-51.2778875324685
225.25252525252526,-49.968970061755556,-50.800320904820424,-50.36782025342733,-49.51335304544142,-51.19495090809618,-50.83584854704199,-49.122877732043,-50.999330340159034,-50.31155126512772,-51.251165954104756,-49.791466877196925,-51.15746971906241,-48.62598863110756,-49.06483155406634,-49.9129547745605,-50.382286275753465,-49.62736210819935,-48.78953654567491,-49.021396757704245,-49.948468035564225,-50.74293902402992,-49.45944868561276,-49.63252348809669,-50.6779713511754,-49.78555496549546,-49.58204092934842,-50.904859734175204,-50.60080530643792,-49.80414474749528,-50.29402541447416,-48.286301572153285,-51.09325517483211,-49.49036972551762,-49.55303556646347,-51.21993378413971,-50.0160327795267,-49.79580994738827,-50.879009846386715,-50.139042405030125,-48.478002106836065,-50.18198934822637,-49.90610764767836,-50.22456499854985,-49.28218668602928,-50.02988763837728,-51.294063578025415,-49.11527362604797,-50.44027344320258,-51.39716138481079,-51.353712776993895,-49.44433239569182,-48.17892749203688,-50.15983998832475,-52.091130274010865,-50.59120079175091,-51.485039986132335,-49.62067634119244,-51.20542556847636,-50.580924204978885,-52.23466189368881,-49.80120256488721,-49.340760259797044,-52.45913401188272,-48.756576866484586,-49.2630238331733,-49.81862549905777,-51.541719839075306,-49.573993726574734,-50.3292634994107,-50.73561200325476,-49.84121806619019,-51.34124827823413,-49.829056213587236,-50.43170771753958,-50.449008469393966,-49.01596016271721,-49.795699912790674,-51.21319603247957,-48.89190987204522,-48.52577658678714,-50.21741251475911,-49.84568572519321,-49.644647533670366,-49.73055487842754,-48.08865354553135,-49.92051921800108,-48.8591039174749,-49.4869133384097,-52.20701738169495,-49.643853387437815,-49.51701773462366,-49.40077949630195,-49.27054857064158,-50.046881845959604,-51.07277832854141,-49.126643093112854,-49.74060811467243,-50.49438607847159,-52.431490434609266,-50.45102403804442
229.2929292929293,-50.967978068223466,-50.189215571100604,-50.71654244492475,-49.43218474012501,-49.813877142162326,-51.0294800424525,-51.075941300535064,-50.37971598325983,-48.94330684284806,-49.533749077439666,-48.682325478092935,-49.78252479336454,-50.1100713836686,-51.681343680433734,-50.04978459796288,-49.92641716747229,-52.337523161560036,-48.11751390029854,-49.85671977556608,-49.34423200266889,-50.39275103114906,-49.22378376752104,-50.99459486199561,-48.26389135440615,-50.03213504107413,-50.398558014459525,-48.917926153286636,-48.54995695840971,-50.16982122774043,-49.87419169762136,-51.10544604272827,-49.74803781460057,-51.03982728654681,-48.924724376377746,-49.9830881477305,-50.647944625871865,-50.76199472412635,-51.63821969453665,-49.566707841691674,-50.67139578423844,-48.91161536677998,-50.022764130749,-51.47682310889027,-49.72998328671122,-50.33941080451733,-49.45255299789255,-49.04002698209538,-49.913438668304494,-49.859166545081656,-49.7514784509265,-49.26438527439984,-50.87500754986635,-50.2685782354429,-50.029388927207265,-49.69888559700272,-49.75528421894367,-51.25725908883101,-49.21400342943357,-50.64740472475513,-48.74457766238078,-49.71191839639048,-49.38370608800536,-50.2623496485578,-50.34794071907833,-49.20715591688651,-50.48516288810907,-48.61094821475041,-49.960862696132864,-49.79037711243978,-50.149649277531175,-48.69956105736971,-50.49079464427099,-51.91054191028961,-51.07135270135916,-49.820257846262834,-50.25712893729408,-50.96840248952554,-49.68694049406981,-51.31947151082554,-49.52415996299429,-50.073142675520934,-49.844317714328014,-48.89236362182973,-50.511646676332255,-50.187852011766594,-49.64323573679313,-50.273504545715284,-50.14395848703028,-50.10628269733554,-50.81666086391708,-48.391315283464614,-50.83349442049726,-49.779965411994816,-49.73486074417785,-51.677397823650914,-49.47554508798633,-51.411604785669134,-51.12903346745648,-50.58475959435439,-50.928043052697724
233.33333333333334,-51.06153968811712,-51.28742769997978,-47.30694447861604,-49.547836899402455,-48.72735802945873,-50.95767395121011,-50.217264303391595,-49.64444393801658,-50.03941207219598,-50.22671209646031,-51.33654448023972,-50.47214612441343,-49.871695812794464,-50.00539054160333,-49.23384564059522,-48.89840729867239,-50.61688920678711,-50.76950803695138,-50.72083556657549,-50.708667357909796,-50.13088011480548,-50.01575204510946,-50.55571963157868,-51.129113605465804,-51.5987613588303,-49.69839551816373,-49.03276037469287,-50.53320538612546,-50.317636803000106,-48.69869961728826,-49.73176885198048,-50.012892611043426,-49.46351538406012,-49.962526940995474,-49.22116169480039,-50.99077344844795,-49.031265619939994,-50.51992089187114,-50.68282551895052,-49.148404772035406,-49.60115677873572,-48.957680729208185,-48.83812745619148,-48.99266279343174,-50.575710415099486,-49.708271806590574,-50.77690616489214,-51.29351619195831,-51.201864859608754,-49.469495978383115,-49.56876635819718,-50.21734691076445,-49.69016420753066,-48.290398885945336,-48.720542476624836,-49.16619677248055,-48.12041252446385,-49.03134470238359,-47.91431091211228,-50.680469655478745,-51.39233930231889,-51.07655571718283,-48.89848226382893,-52.40099047562338,-49.013609940610266,-51.40007880456471,-49.61627455903354,-49.58309629356701,-49.63879577245801,-48.27570344643128,-49.84814221069256,-51.62786067457036,-49.70347741698622,-48.991896820396484,-50.117345639983576,-50.904500155222955,-49.11875529644138,-50.90494528711602,-49.09179151380418,-51.377951328258966,-50.19643047818055,-48.099770888449086,-49.09963849200186,-48.802314637456774,-51.467391995598945,-50.60063328354979,-49.63733440151906,-50.09992572415287,-49.1475958478466,-50.796983665078045,-51.85899682860314,-50.85611867872789,-50.3475146983524,-49.66213448645133,-49.36267395133478,-50.39427147816563,-49.32037193963318,-50.47414474162677,-49.93153279627008,-50.12478308494928
237.37373737373738,-49.677568451569385,-49.59100582019207,-50.44305303241753,-50.030984707726844,-49.52627817249153,-48.99074052780034,-49.60357838231544,-49.9489928746877,-50.05502093902507,-51.466083323129965,-50.59460132246903,-48.88260942522534,-48.6944583402284,-51.63796703439871,-49.61302508313983,-48.80693985434802,-50.54147328233743,-51.56434242566672,-49.97491579706293,-50.370070327279585,-50.91340490655168,-51.022434170617835,-50.428469627193834,-49.688111271359126,-49.71563654836449,-51.61518953275626,-51.1419883743402,-48.89230238058855,-50.65562026840295,-49.58172917616716,-50.76633869247148,-49.78402045152044,-52.956312570711376,-50.68220582692555,-50.50101063516191,-50.44408761976391,-51.29013521914101,-48.88297328528502,-50.53719739306217,-50.386465135616746,-49.12187862234331,-49.61223147865802,-49.73223775552541,-49.817933840181446,-52.52368179225655,-49.83968565593751,-50.40688892962803,-48.268383972811705,-49.86772741176288,-50.04540953419541,-49.17630161159171,-49.484803764044294,-49.514142179267495,-48.46740603559802,-50.517166691887326,-48.95585364761315,-48.38028815415937,-51.722862369387,-48.546017347593484,-47.17974022923194,-50.69380465647009,-50.50793098766737,-50.7621369290671,-50.10541733225563,-50.459306149206945,-51.14736423305104,-49.12744991157557,-50.35747799608013,-50.24430532727881,-50.61026560475011,-49.29632950440323,-49.486473278591,-51.943245786675256,-51.07007070307716,-49.91701629137237,-49.44278293754352,-48.07253264495715,-48.466428194978256,-50.270146078506045,-51.69339791170851,-51.139888022432146,-50.314214146862604,-50.029643357571516,-50.40991044095264,-50.38650265217495,-47.91570184225809,-49.60542783825085,-48.68165975018318,-48.42373544227295,-51.697988125647186,-50.7713010912968,-49.33478797057622,-49.43421464960561,-50.6708773101801,-50.84794151461844,-51.314506567332174,-49.24646538660306,-50.94977059542515,-51.175328502519044,-51.48866364681576
241.41414141414143,-50.94845887544959,-49.296894669233794,-50.93972919111041,-50.053460672530235,-51.02206391951264,-49.494571178896955,-50.158410465475555,-49.71677684744271,-50.13821468245376,-49.55880763447964,-49.52652805201276,-50.51036772964227,-50.498293909045074,-50.27627215533122,-49.97321328598048,-50.049263583854426,-48.8185897423598,-49.02992256998899,-51.17786237187223,-47.93382663624906,-50.29493387784306,-48.730163342044655,-50.804724426362306,-49.92726686115454,-50.89005756898395,-49.128235045962384,-49.29511802386157,-49.86041961218781,-48.99734324738923,-51.98157902935853,-50.43108395441107,-49.034326748590615,-50.171136863452645,-50.834127329969355,-51.53434596268754,-50.95619123115787,-49.693308374749485,-49.21561232703543,-50.83171444546487,-49.72793706845061,-51.03150397267226,-50.20554855669867,-49.825946411177036,-49.19059765251668,-50.456597979200986,-49.56785650605224,-52.45474025742029,-50.27426412187101,-49.398206026726236,-50.1965546241594,-50.35619193330714,-50.3110976737961,-50.495852505605,-50.921646924603074,-51.32574463316807,-50.314301547207734,-48.850783860484704,-49.22325152647434,-50.72411310529935,-49.361859802409036,-49.77202476589992,-50.509071827990844,-50.882668936738575,-48.530699417031926,-52.40788529850931,-50.50658070957618,-49.0439532939091,-49.39097453592381,-50.43572957272366,-50.95981480378916,-48.48985134913811,-48.631553841241455,-50.25391949250386,-49.727269097735395,-50.26668240052347,-48.708266404539415,-50.83997154612615,-50.56775622232587,-50.01340548735206,-48.28013093983598,-50.336050802342115,-49.75375728590229,-49.42452789433368,-49.95122091390567,-50.86904974836163,-48.93990059536504,-51.55738345086612,-51.227129808495526,-49.98451974147582,-50.585054103489874,-50.440062220496095,-50.81539863471599,-49.894769053662266,-47.99070078264043,-50.32563614904961,-52.88854673058939,-49.03539740765312,-49.534268514539704,-49.49885702788548,-49.97686744165301
245.45454545454547,-49.09779283728776,-50.32964346982332,-50.26349889654024,-51.66339492971312,-49.97418778687254,-49.477065254973475,-48.20187323985573,-49.56555834260731,-50.220645789290224,-49.979099038522484,-50.94674500637723,-49.579916744812635,-49.05454798196845,-50.25852696700435,-49.652792958520436,-51.35738050677621,-49.86839882268087,-50.589603448533246,-49.33866163915181,-48.03449040339604,-52.426211330361426,-50.27813902794013,-49.502246687576104,-50.16313821424724,-48.7070050475394,-49.282365908707135,-50.20116472675974,-49.9705306877446,-49.409274747597436,-50.80958665274102,-49.6853575714851,-51.65222222567157,-50.51818901412961,-49.93590179437108,-49.76746403728543,-49.224875341610705,-49.79249218681088,-49.27058169973444,-49.28690181902968,-48.72171197226138,-51.223680751151704,-49.12014387965857,-49.596334649438674,-49.305751087050666,-48.69586626968899,-49.88255941642874,-49.71390625262675,-52.03724629129444,-50.71478151567855,-49.79289018288861,-49.02374624354767,-49.61629628890907,-50.05445898245315,-49.05035104835019,-49.111864238325644,-49.51258839999311,-49.923061961804066,-49.62730434858485,-48.74481524041343,-50.027550129138554,-50.87813233993612,-51.234263490648246,-52.39018774363098,-51.00387704836429,-52.26266437225654,-50.47455713526339,-47.936640685705704,-50.25962735664481,-49.054280135604856,-49.18217614902905,-49.77697813277664,-49.77404312954947,-50.11656116508932,-49.457146882754266,-51.33219101178244,-48.05456883932667,-49.04987892181085,-48.982873557587226,-49.709422356434885,-50.43647691593498,-48.935549083005995,-50.29175472754048,-48.69321216439146,-50.370120096120466,-50.94816021227743,-50.227907191274525,-49.10855502582258,-50.765745221633345,-48.59088888279181,-50.09670986445549,-50.85853212737268,-49.941073386968334,-48.55868327515947,-50.53395576209114,-51.09527383423704,-50.71285522048757,-50.809382102742184,-49.79904722657349,-51.084328160958435,-48.98844753617959
249.4949494949495,-51.59033523521248,-49.63523212025537,-49.311758398139,-50.35205376436116,-49.97661244391431,-49.33449172545815,-50.520768458373,-49.29398910601236,-49.89228502661262,-50.459431988905465,-50.07611756311454,-51.60857697358757,-47.2242535118526,-50.46360158986189,-49.277982763770765,-50.72672114907416,-51.98179957703088,-51.70905509065701,-48.192913153837615,-51.10481152591888,-51.10071642094528,-47.73555671485716,-49.51146220434368,-49.23946255148814,-47.93701118151358,-49.34071649749613,-50.97564344803662,-48.752955869776976,-50.57387927076344,-49.8094216903092,-50.229931981158806,-49.19652997843045,-49.55929529957681,-50.096624841636746,-50.00252271709665,-50.5686028812672,-49.529105499483535,-49.376333118239735,-51.26566938093658,-49.43295234366422,-48.79343011694747,-49.681364297372234,-49.7408968598109,-50.25384634050682,-49.09245562276192,-50.31502423440636,-52.004908705258615,-48.708371809081896,-48.103444876714875,-50.243860040581055,-51.98256640859859,-50.74114108553929,-50.43034328936861,-49.70860443974022,-50.251335151779884,-51.26671916155477,-48.06387111083742,-50.32575178948113,-49.64159643588464,-50.302543191007146,-50.92312924164175,-51.37863108025797,-49.22160331502404,-51.06793797996521,-50.465811335431745,-50.145927433276256,-50.54955630192579,-50.60905643596224,-48.75687950768162,-50.97677849944505,-49.063140115231924,-49.638064770786784,-50.21041788209166,-50.13015628508642,-48.21467470927462,-50.61601287500743,-50.464742682989026,-50.1948894554976,-47.60721814781571,-50.02388530694409,-49.99071388720581,-48.818456703632016,-49.13346986927983,-49.76064226891426,-50.043134364507836,-49.393168915509975,-48.87986074451625,-50.072027987920634,-51.396268023568226,-50.79838796142281,-50.21197686109693,-48.663758018335855,-51.460859474100644,-49.901514617269676,-49.22388051030961,-49.14677377965772,-49.308190529299466,-50.856619203281646,-51.287839337273624,-49.96622272556972
